(0.0, 51249)
(8.617530704072317, 13736)
(200.0, 4660)
(11.518901945102574, 2515)
(10.67877903524363, 2186)
(23.03384759883434, 1604)
(12.740880418813378, 1415)
(18.363148089453265, 1290)
(6.437021092419018, 1022)
(37.30256148910549, 950)
(45.320226060728395, 912)
(14.750858888180725, 875)
(0.24853323816378994, 815)
(8.66310777865013, 776)
(55.267453796735616, 742)
(23.80072035509147, 718)
(0.4000600771535319, 656)
(67.12045045449587, 626)
(12.224745274099625, 617)
(4.249259633554511, 524)
(3.038759935245631, 461)
(95.10561301753016, 455)
(0.3140426786800358, 431)
(0.37474673818871373, 400)
(0.3366937706097031, 392)
(12.242001112122646, 342)
(27.97763705184135, 292)
(16.056589843565824, 286)
(18.79284770697605, 283)
(9.370683413546418, 278)
(0.12309492433613768, 258)
(3.2961547187137703, 248)
(0.3112477094095341, 246)
(12.809728166865956, 233)
(2.0884567298853134, 220)
(15.640170449845654, 213)
(17.174533681226368, 201)
(0.20405198870192195, 194)
(2.3569069315307676, 185)
(16.349923979193782, 185)
(0.3307596122501371, 182)
(0.33670998246492495, 177)
(36.2298798742445, 168)
(9.651795840845365, 162)
(2.84598750219415, 161)
(9.727796316998369, 157)
(35.770759940013676, 154)
(0.26150951553066676, 151)
(98.59607406469175, 150)
(1.7485850636896385, 149)
(14.793273345639138, 146)
(5.132207468201872, 132)
(5.623982512648625, 128)
(0.40930579797352457, 127)
(0.28506083138314325, 124)
(0.45344453866610646, 119)
(14.45166474307799, 119)
(10.837935626537922, 114)
(0.6242144947455973, 113)
(0.7246509781437855, 112)
(3.636453705878939, 112)
(0.48520127135613594, 110)
(48.481484255578685, 106)
(46.22861504808698, 105)
(17.91197469645606, 104)
(13.545190981964486, 103)
(1.276616140276291, 101)
(4.000927922431858, 101)
(75.9794644682309, 101)
(0.8503026772982065, 100)
(0.8695313050618994, 98)
(0.479631096793382, 98)
(12.422464372168585, 98)
(14.093442757343416, 95)
(6.953111080643713, 91)
(11.988193080828657, 88)
(7.06372698942702, 85)
(1.1964693096293724, 81)
(10.902833925396104, 81)
(8.476231998353471, 77)
(4.00277366389428, 76)
(70.08006627568452, 76)
(0.2921770894115441, 74)
(12.242228106929081, 73)
(4.817254245017855, 72)
(44.54139858532175, 71)
(1.3469617320251477, 70)
(10.73521035560352, 70)
(0.2997702708161892, 69)
(9.46085408034328, 68)
(4.1397881366730305, 66)
(3.0693091942512565, 64)
(0.5062317652130538, 64)
(25.89518874352868, 63)
(0.23197923737757534, 61)
(14.707869613378852, 59)
(0.5577698576530014, 59)
(10.216871653922714, 57)
(13.95513278414116, 56)
(105.4778234170049, 56)
(9.386691765961013, 56)
(7.781315374374664, 56)
(1.127190890290806, 55)
(0.7550203184355084, 54)
(27.716014323592724, 54)
(0.8985520554575456, 53)
(3.516807374584335, 53)
(52.422522602088264, 51)
(7.712840840262331, 49)
(11.074623436148942, 47)
(0.46690065241390705, 46)
(0.7342235621306222, 45)
(1.1239075680039103, 43)
(8.669057534770916, 41)
(14.306898543740695, 41)
(90.07889618917729, 41)
(121.0687855279329, 40)
(40.4492765379834, 39)
(19.005820602176797, 38)
(9.208754340478398, 37)
(6.961318364730669, 36)
(17.150148588604466, 36)
(11.45609373705986, 35)
(39.30560874927111, 34)
(0.6177203597451297, 34)
(0.865842775685541, 34)
(0.5392594997667938, 34)
(1.0559429570436676, 32)
(56.957799489483286, 30)
(18.453826509534508, 30)
(0.876246229440836, 30)
(0.5393382255660858, 29)
(0.39833352852674614, 28)
(1.4496744053837516, 27)
(0.551361261219794, 25)
(92.34775158772334, 25)
(7.373189743255255, 25)
(14.543679999069875, 25)
(23.26615324004023, 24)
(8.233628326892354, 24)
(5.715829685415556, 24)
(22.460434394531774, 23)
(10.32604482421037, 23)
(9.52758470243737, 23)
(8.513500964231534, 22)
(17.268356122760444, 21)
(7.785403640988345, 21)
(0.6285593254299884, 21)
(49.564670562905306, 20)
(0.8652986942616301, 20)
(1.1171820210532535, 20)
(1.4136469890319328, 20)
(53.86790171349753, 20)
(5.475261749317813, 19)
(21.556884409032378, 19)
(4.379523496250651, 19)
(9.56117269662484, 19)
(31.869632183403418, 19)
(0.34114486703705366, 19)
(0.7367817616539964, 18)
(15.292350734949881, 18)
(29.000396652297436, 16)
(0.8414438713202551, 16)
(16.21619908045025, 16)
(45.50868936171447, 16)
(22.373421406337872, 15)
(11.195006566741728, 15)
(65.16960526820202, 15)
(9.757146389492389, 15)
(1.272794644052727, 15)
(23.749678583478193, 15)
(0.7024693969048413, 15)
(12.079689938876985, 14)
(11.298886222536444, 14)
(66.34842097882608, 14)
(66.57897361776423, 14)
(1.5792285146119758, 14)
(1.66491248226208, 14)
(9.309107035125175, 14)
(9.912865661213672, 14)
(4.333479596023056, 13)
(0.9577130162596111, 13)
(23.006960151133764, 13)
(0.8484769633307578, 13)
(14.081335039193108, 13)
(21.817547075794113, 13)
(11.826578767302818, 13)
(2.7760639849844497, 12)
(0.9124839308581414, 12)
(30.993766812699334, 12)
(15.499565001068476, 12)
(7.09087617263981, 12)
(55.734544729558614, 12)
(0.6405893400175221, 11)
(9.462923273110352, 11)
(48.51344740004662, 11)
(49.16188246350717, 10)
(1.6983947500659733, 10)
(8.751705229228293, 10)
(35.42970112219247, 10)
(15.248801239322333, 9)
(46.386756710087056, 9)
